month,campus,source,source_spend_pct_month,allocated_spend,target_leads,target_bookings,target_appointments,target_demos,target_enrollments
Apr 26,Mumbai-SkillTech,Meta,0.55,92565.0,250.47,1.2524,10.4363,4.1745,1.2524
Apr 26,Dehradun-MayaDevi,Google,0.45,90882.0,163.944,1.2296,10.2465,4.0986,1.2296
Apr 26,Dehradun-MayaDevi,Meta,0.55,111078.0,300.564,1.5028,12.5235,5.0094,1.5028
Apr 26,Kopargaon-Sanjivani,Google,0.45,111078.0,200.376,1.5028,12.5235,5.0094,1.5028
Apr 26,Kopargaon-Sanjivani,Meta,0.55,135762.0,367.356,1.8368,15.3065,6.1226,1.8368
Apr 26,Mathura-Sanskriti,Google,0.45,121176.0,218.592,1.6394,13.662,5.4648,1.6394
Apr 26,Mathura-Sanskriti,Meta,0.55,148104.0,400.752,2.0038,16.698,6.6792,2.0038
Apr 26,Mohali-Saraswati,Google,0.45,126225.0,227.7,1.7078,14.2313,5.6925,1.7078
Apr 26,Mohali-Saraswati,Meta,0.55,154275.0,417.45,2.0873,17.3938,6.9575,2.0873
Apr 26,St. Peters-Chennai,Google,0.45,80784.0,145.728,1.093,9.108,3.6432,1.093
Apr 26,St. Peters-Chennai,Meta,0.55,98736.0,267.168,1.3358,11.132,4.4528,1.3358
Apr 26,St. Peters-Bangalore,Google,0.45,75735.0,136.62,1.0247,8.5388,3.4155,1.0247
Apr 26,St. Peters-Bangalore,Meta,0.55,92565.0,250.47,1.2524,10.4363,4.1745,1.2524
Apr 26,New 11,Google,0.45,40392.0,72.864,0.5465,4.554,1.8216,0.5465
Apr 26,New 11,Meta,0.55,49368.0,133.584,0.6679,5.566,2.2264,0.6679
Apr 26,New 12,Google,0.45,40392.0,72.864,0.5465,4.554,1.8216,0.5465
Apr 26,New 12,Meta,0.55,49368.0,133.584,0.6679,5.566,2.2264,0.6679
Apr 26,New 13,Google,0.45,40392.0,72.864,0.5465,4.554,1.8216,0.5465
Apr 26,New 13,Meta,0.55,49368.0,133.584,0.6679,5.566,2.2264,0.6679
Apr 26,New 14,Google,0.45,40392.0,72.864,0.5465,4.554,1.8216,0.5465
Apr 26,New 14,Meta,0.55,49368.0,133.584,0.6679,5.566,2.2264,0.6679
May 26,Jamshedpur-ArkaJain,Google,0.4,296208.0,534.336,4.0075,33.396,13.3584,4.0075
May 26,Jamshedpur-ArkaJain,Meta,0.6,444312.0,1202.256,6.0113,50.094,20.0376,6.0113
May 26,Indore-MediCaps,Google,0.4,296208.0,534.336,4.0075,33.396,13.3584,4.0075
May 26,Indore-MediCaps,Meta,0.6,444312.0,1202.256,6.0113,50.094,20.0376,6.0113
May 26,Kolkata-TechnoIndia,Google,0.4,197472.0,356.224,2.6717,22.264,8.9056,2.6717
May 26,Kolkata-TechnoIndia,Meta,0.6,296208.0,801.504,4.0075,33.396,13.3584,4.0075
May 26,Pune-ADYPatil,Google,0.4,197472.0,356.224,2.6717,22.264,8.9056,2.6717
May 26,Pune-ADYPatil,Meta,0.6,296208.0,801.504,4.0075,33.396,13.3584,4.0075
May 26,Bengaluru-Presidency,Google,0.4,157977.6,284.9792,2.1373,17.8112,7.1245,2.1373
May 26,Bengaluru-Presidency,Meta,0.6,236966.4,641.2032,3.206,26.7168,10.6867,3.206
May 26,Bangalore-Yenepoya,Google,0.4,49368.0,89.056,0.6679,5.566,2.2264,0.6679
May 26,Bangalore-Yenepoya,Meta,0.6,74052.0,200.376,1.0019,8.349,3.3396,1.0019
May 26,Chennai-AMET,Google,0.4,217219.2,391.8464,2.9388,24.4904,9.7962,2.9388
May 26,Chennai-AMET,Meta,0.6,325828.8,881.6544,4.4083,36.7356,14.6942,4.4083
May 26,Hyderabad-MNR,Google,0.4,345576.0,623.392,4.6754,38.962,15.5848,4.6754
